gap_id,collab_id,series_name,primary_brand,partner_names,current_official_site_status,current_official_skp_status,risk_level,risk_reason,expected_official_domains,sales_channel_domains,current_source_hosts,generated_queries,checked_urls,checked_http_statuses,best_candidate_url,best_candidate_status,best_candidate_evidence,next_action,last_checked
GAP-009,Q12026-039,RAEN SS26 Ambassador Collaborations,RAEN,Coco Ho; Mikey February,media_only,unresolved,high,current sources are media-only; sales channel names official domains,,raen.com,shop-eat-surf-outdoor.com,Coco Ho | Mikey February | RAEN Ambassador Collaborations | RAEN Coco Ho,https://raen.com/collections/raen-for-coco-ho | https://raen.com/collections/raen-x-coco-ho | https://raen.com/collections/raen-coco-ho | https://raen.com/collections/raen-ambassador-collaborations | https://raen.com/collections/coco-ho | https://www.raen.com/collections/raen-for-coco-ho | https://www.raen.com/collections/raen-x-coco-ho | https://www.raen.com/collections/raen-coco-ho | https://www.raen.com/collections/raen-ambassador-collaborations | https://www.raen.com/collections/coco-ho | https://raen.com/search?q=Coco%20Ho | https://www.raen.com/search?q=Coco%20Ho,https://raen.com/collections/raen-for-coco-ho [403] | https://raen.com/collections/raen-x-coco-ho [403] | https://raen.com/collections/raen-coco-ho [403] | https://raen.com/collections/raen-ambassador-collaborations [403] | https://raen.com/collections/coco-ho [403] | https://www.raen.com/collections/raen-for-coco-ho [403] | https://www.raen.com/collections/raen-x-coco-ho [403] | https://www.raen.com/collections/raen-coco-ho [403] | https://www.raen.com/collections/raen-ambassador-collaborations [403] | https://www.raen.com/collections/coco-ho [403] | https://raen.com/search?q=Coco%20Ho [403] | https://www.raen.com/search?q=Coco%20Ho [403],https://raen.com/collections/raen-for-coco-ho,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-011,Q12026-044,The North Face x Cecilie Bahnsen Third Collaboration,The North Face,Cecilie Bahnsen,media_only,press_listed_only,high,current sources are media-only; current SKP is press-listed only; sales channel names official domains; known A-side brand domain exists,thenorthface.com,thenorthface.com | ceciliebahnsen.com,footwearmagazine.com | elle.com,Cecilie Bahnsen | The North Face x Cecilie Bahnsen Third | The North Face Cecilie Bahnsen,https://www.thenorthface.com/en-us/collections/the-north-face-for-cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen-third | https://www.thenorthface.com/en-us/collections/cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-for-cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-cecilie-bahnsen | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen-third | https://www.thenorthface.com/en-us/collections/cecilie-bahnsen | https://www.thenorthface.com/en-us/search/product?q=Cecilie%20Bahnsen | https://www.thenorthface.com/en-us/search/product?q=The%20North%20Face%20x%20Cecilie%20Bahnsen%20Third,https://www.thenorthface.com/en-us/collections/the-north-face-for-cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen-third [404] | https://www.thenorthface.com/en-us/collections/cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-for-cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/collections/the-north-face-x-cecilie-bahnsen-third [404] | https://www.thenorthface.com/en-us/collections/cecilie-bahnsen [404] | https://www.thenorthface.com/en-us/search/product?q=Cecilie%20Bahnsen [404] | https://www.thenorthface.com/en-us/search/product?q=The%20North%20Face%20x%20Cecilie%20Bahnsen%20Third [404],https://www.thenorthface.com/en-us/collections/the-north-face-for-cecilie-bahnsen,not_found,,Search official collection page manually; current generated official URLs did not prove the A/B page.,2026-05-31
GAP-012,Q12026-045,Kith x On Running K-Tech,Kith,On Running,media_only,unresolved,high,current sources are media-only; sales channel names official domains; known A-side brand domain exists,kith.com,kith.com,sneakernews.com,On Running | Kith x On Running K-Tech | Kith On Running,https://kith.com/collections/kith-for-on-running | https://kith.com/collections/kith-x-on-running | https://kith.com/collections/kith-on-running | https://kith.com/collections/kith-x-on-running-k-tech | https://kith.com/collections/on-running | https://www.kith.com/collections/kith-for-on-running | https://www.kith.com/collections/kith-x-on-running | https://www.kith.com/collections/kith-on-running | https://www.kith.com/collections/kith-x-on-running-k-tech | https://www.kith.com/collections/on-running | https://kith.com/search?q=On%20Running | https://kith.com/search?q=Kith%20x%20On%20Running%20K-Tech,https://kith.com/collections/kith-for-on-running [403] | https://kith.com/collections/kith-x-on-running [403] | https://kith.com/collections/kith-on-running [403] | https://kith.com/collections/kith-x-on-running-k-tech [403] | https://kith.com/collections/on-running [403] | https://www.kith.com/collections/kith-for-on-running [403] | https://www.kith.com/collections/kith-x-on-running [403] | https://www.kith.com/collections/kith-on-running [403] | https://www.kith.com/collections/kith-x-on-running-k-tech [403] | https://www.kith.com/collections/on-running [403] | https://kith.com/search?q=On%20Running [403] | https://kith.com/search?q=Kith%20x%20On%20Running%20K-Tech [403],https://kith.com/collections/kith-for-on-running,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-013,Q12026-046,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne,ASICS,media_only,press_listed_only,high,current sources are media-only; current SKP is press-listed only; sales channel names official domains; known A-side brand domain exists,thombrowne.com,thombrowne.com,footwearmagazine.com | elle.com,ASICS | Thom Browne x ASICS GEL-KAYANO 14 | Thom Browne ASICS,https://thombrowne.com/collections/thom-browne-for-asics | https://thombrowne.com/collections/thom-browne-x-asics | https://thombrowne.com/collections/thom-browne-asics | https://thombrowne.com/collections/thom-browne-x-asics-gel-kayano-14 | https://thombrowne.com/collections/asics | https://www.thombrowne.com/collections/thom-browne-for-asics | https://www.thombrowne.com/collections/thom-browne-x-asics | https://www.thombrowne.com/collections/thom-browne-asics | https://www.thombrowne.com/collections/thom-browne-x-asics-gel-kayano-14 | https://www.thombrowne.com/collections/asics | https://www.thombrowne.com/us/shopping/search?query=ASICS | https://www.thombrowne.com/us/shopping/search?query=Thom%20Browne%20x%20ASICS%20GEL-KAYANO%2014,https://thombrowne.com/collections/thom-browne-for-asics [403] | https://thombrowne.com/collections/thom-browne-x-asics [403] | https://thombrowne.com/collections/thom-browne-asics [403] | https://thombrowne.com/collections/thom-browne-x-asics-gel-kayano-14 [403] | https://thombrowne.com/collections/asics [403] | https://www.thombrowne.com/collections/thom-browne-for-asics [403] | https://www.thombrowne.com/collections/thom-browne-x-asics [403] | https://www.thombrowne.com/collections/thom-browne-asics [403] | https://www.thombrowne.com/collections/thom-browne-x-asics-gel-kayano-14 [403] | https://www.thombrowne.com/collections/asics [403] | https://www.thombrowne.com/us/shopping/search?query=ASICS [403] | https://www.thombrowne.com/us/shopping/search?query=Thom%20Browne%20x%20ASICS%20GEL-KAYANO%2014 [403],https://thombrowne.com/collections/thom-browne-for-asics,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-015,Q12026-053,Loeffler Randall x Underwater Weaving Basket Tote,Loeffler Randall,Underwater Weaving,media_only,press_listed_only,high,current sources are media-only; current SKP is press-listed only; sales channel names official domains,,loefflerrandall.com,elle.com,Underwater Weaving | Loeffler Randall x Underwater Weaving Basket Tote | Loeffler Randall Underwater Weaving,https://loefflerrandall.com/collections/loeffler-randall-for-underwater-weaving | https://loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving | https://loefflerrandall.com/collections/loeffler-randall-underwater-weaving | https://loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving-basket-tote | https://loefflerrandall.com/collections/underwater-weaving | https://www.loefflerrandall.com/collections/loeffler-randall-for-underwater-weaving | https://loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving | https://www.loefflerrandall.com/collections/loeffler-randall-underwater-weaving | https://www.loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving-basket-tote | https://www.loefflerrandall.com/collections/underwater-weaving | https://loefflerrandall.com/search?q=Underwater%20Weaving | https://www.loefflerrandall.com/search?q=Underwater%20Weaving,https://loefflerrandall.com/collections/loeffler-randall-for-underwater-weaving [403] | https://loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving [403] | https://loefflerrandall.com/collections/loeffler-randall-underwater-weaving [403] | https://loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving-basket-tote [403] | https://loefflerrandall.com/collections/underwater-weaving [403] | https://www.loefflerrandall.com/collections/loeffler-randall-for-underwater-weaving [429] | https://loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving [403] | https://www.loefflerrandall.com/collections/loeffler-randall-underwater-weaving [403] | https://www.loefflerrandall.com/collections/loeffler-randall-x-underwater-weaving-basket-tote [403] | https://www.loefflerrandall.com/collections/underwater-weaving [403] | https://loefflerrandall.com/search?q=Underwater%20Weaving [403] | https://www.loefflerrandall.com/search?q=Underwater%20Weaving [403],https://loefflerrandall.com/collections/loeffler-randall-for-underwater-weaving,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-016,Q12026-054,Stetson & THE GREAT. Western Collection,THE GREAT.,Stetson,media_only,press_listed_only,high,current sources are media-only; current SKP is press-listed only; sales channel names official domains,,stetson.com | thisisthegreat.com,shopping.yahoo.com | wmagazine.com,Stetson | Stetson & THE GREAT Western | THE GREAT Stetson,https://stetson.com/collections/the-great-for-stetson | https://stetson.com/collections/the-great-x-stetson | https://stetson.com/collections/the-great-stetson | https://stetson.com/collections/stetson-and-the-great-western | https://stetson.com/collections/stetson | https://www.stetson.com/collections/the-great-for-stetson | https://www.stetson.com/collections/the-great-x-stetson | https://www.stetson.com/collections/the-great-stetson | https://www.stetson.com/collections/stetson-and-the-great-western | https://www.stetson.com/collections/stetson | https://stetson.com/search?q=Stetson | https://www.stetson.com/search?q=Stetson,https://stetson.com/collections/the-great-for-stetson [403] | https://stetson.com/collections/the-great-x-stetson [403] | https://stetson.com/collections/the-great-stetson [403] | https://stetson.com/collections/stetson-and-the-great-western [403] | https://stetson.com/collections/stetson [403] | https://www.stetson.com/collections/the-great-for-stetson [403] | https://www.stetson.com/collections/the-great-x-stetson [403] | https://www.stetson.com/collections/the-great-stetson [403] | https://www.stetson.com/collections/stetson-and-the-great-western [403] | https://www.stetson.com/collections/stetson [403] | https://stetson.com/search?q=Stetson [403] | https://www.stetson.com/search?q=Stetson [403],https://stetson.com/collections/the-great-for-stetson,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-017,Q12026-057,Express x bebe Y2K Capsule,Express,bebe,media_only,unresolved,high,current sources are media-only; sales channel names official domains; known A-side brand domain exists,express.com,express.com,fashionunited.com | businesswire.com,bebe | Express x bebe Y2K | Express bebe,https://www.express.com/collections/express-for-bebe | https://www.express.com/collections/express-x-bebe | https://www.express.com/collections/express-bebe | https://www.express.com/collections/express-x-bebe-y2k | https://www.express.com/collections/bebe | https://www.express.com/collections/express-for-bebe | https://www.express.com/collections/express-x-bebe | https://www.express.com/collections/express-bebe | https://www.express.com/collections/express-x-bebe-y2k | https://www.express.com/collections/bebe | https://www.express.com/search?q=bebe | https://www.express.com/search?q=Express%20x%20bebe%20Y2K,https://www.express.com/collections/express-for-bebe [200] | https://www.express.com/collections/express-x-bebe [200] | https://www.express.com/collections/express-bebe [200] | https://www.express.com/collections/express-x-bebe-y2k [200] | https://www.express.com/collections/bebe [200] | https://www.express.com/collections/express-for-bebe [200] | https://www.express.com/collections/express-x-bebe [200] | https://www.express.com/collections/express-bebe [200] | https://www.express.com/collections/express-x-bebe-y2k [200] | https://www.express.com/collections/bebe [200] | https://www.express.com/search?q=bebe [200] | https://www.express.com/search?q=Express%20x%20bebe%20Y2K [200],https://www.express.com/collections/express-for-bebe,not_found,brand token: express; series token: express; product/commerce signal,Search official collection page manually; current generated official URLs did not prove the A/B page.,2026-05-31
GAP-020,Q12026-079,Bad Bunny x adidas BadBo 1.0 Rise Apparel Capsule,adidas,Bad Bunny,media_only,unresolved,high,current sources are media-only; sales channel names official domains; known A-side brand domain exists,adidas.com,adidas.com,sneakernews.com,Bad Bunny | Bad Bunny x adidas BadBo 1 0 Rise Apparel | adidas Bad Bunny,https://www.adidas.com/collections/adidas-for-bad-bunny | https://www.adidas.com/collections/adidas-x-bad-bunny | https://www.adidas.com/collections/adidas-bad-bunny | https://www.adidas.com/collections/bad-bunny-x-adidas-badbo-1-0-rise-apparel | https://www.adidas.com/collections/bad-bunny | https://www.adidas.com/collections/adidas-for-bad-bunny | https://www.adidas.com/collections/adidas-x-bad-bunny | https://www.adidas.com/collections/adidas-bad-bunny | https://www.adidas.com/collections/bad-bunny-x-adidas-badbo-1-0-rise-apparel | https://www.adidas.com/collections/bad-bunny | https://www.adidas.com/us/search?q=Bad%20Bunny | https://www.adidas.com/us/search?q=Bad%20Bunny%20x%20adidas%20BadBo%201%200%20Rise%20Apparel,https://www.adidas.com/collections/adidas-for-bad-bunny [403] | https://www.adidas.com/collections/adidas-x-bad-bunny [403] | https://www.adidas.com/collections/adidas-bad-bunny [403] | https://www.adidas.com/collections/bad-bunny-x-adidas-badbo-1-0-rise-apparel [403] | https://www.adidas.com/collections/bad-bunny [403] | https://www.adidas.com/collections/adidas-for-bad-bunny [403] | https://www.adidas.com/collections/adidas-x-bad-bunny [403] | https://www.adidas.com/collections/adidas-bad-bunny [403] | https://www.adidas.com/collections/bad-bunny-x-adidas-badbo-1-0-rise-apparel [403] | https://www.adidas.com/collections/bad-bunny [403] | https://www.adidas.com/us/search?q=Bad%20Bunny [403] | https://www.adidas.com/us/search?q=Bad%20Bunny%20x%20adidas%20BadBo%201%200%20Rise%20Apparel [403],https://www.adidas.com/collections/adidas-for-bad-bunny,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-023,Q12026-084,Pacsun x LAFC 2026 Season Opener Drop,Pacsun,Los Angeles Football Club (LAFC),media_only,unresolved,high,current sources are media-only; sales channel names official domains,,pacsun.com,prnewswire.com,Los Angeles Football Club | Pacsun x LAFC Season Opener | Pacsun Los Angeles Football Club,https://pacsun.com/collections/pacsun-for-los-angeles-football-club-lafc | https://pacsun.com/collections/pacsun-x-los-angeles-football-club-lafc | https://pacsun.com/collections/pacsun-los-angeles-football-club-lafc | https://pacsun.com/collections/pacsun-x-lafc-season-opener | https://pacsun.com/collections/los-angeles-football-club-lafc | https://www.pacsun.com/collections/pacsun-for-los-angeles-football-club-lafc | https://www.pacsun.com/collections/pacsun-x-los-angeles-football-club-lafc | https://www.pacsun.com/collections/pacsun-los-angeles-football-club-lafc | https://www.pacsun.com/collections/pacsun-x-lafc-season-opener | https://www.pacsun.com/collections/los-angeles-football-club-lafc | https://www.pacsun.com/search?q=Los%20Angeles%20Football%20Club | https://www.pacsun.com/search?q=Los%20Angeles%20Football%20Club,https://pacsun.com/collections/pacsun-for-los-angeles-football-club-lafc [404] | https://pacsun.com/collections/pacsun-x-los-angeles-football-club-lafc [404] | https://pacsun.com/collections/pacsun-los-angeles-football-club-lafc [404] | https://pacsun.com/collections/pacsun-x-lafc-season-opener [404] | https://pacsun.com/collections/los-angeles-football-club-lafc [404] | https://www.pacsun.com/collections/pacsun-for-los-angeles-football-club-lafc [403] | https://www.pacsun.com/collections/pacsun-x-los-angeles-football-club-lafc [403] | https://www.pacsun.com/collections/pacsun-los-angeles-football-club-lafc [403] | https://www.pacsun.com/collections/pacsun-x-lafc-season-opener [403] | https://www.pacsun.com/collections/los-angeles-football-club-lafc [403] | https://www.pacsun.com/search?q=Los%20Angeles%20Football%20Club [403] | https://www.pacsun.com/search?q=Los%20Angeles%20Football%20Club [403],https://www.pacsun.com/collections/pacsun-for-los-angeles-football-club-lafc,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-026,Q12026-095,Macy's Bar III x Khoboso Nale Knitwear Capsule,Macy's Bar III,Khoboso Nale,media_only,unresolved,high,current sources are media-only; sales channel names official domains,,macys.com,news.fitnyc.edu,Khoboso Nale | Macy's Bar III x Khoboso Nale Knitwear | Macy's Bar III Khoboso Nale,https://www.macys.com/collections/macy-s-bar-iii-for-khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale-knitwear | https://www.macys.com/collections/khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-for-khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-khoboso-nale | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale-knitwear | https://www.macys.com/collections/khoboso-nale | https://www.macys.com/shop/search?keyword=Khoboso%20Nale | https://www.macys.com/shop/search?keyword=Macy%27s%20Bar%20III%20x%20Khoboso%20Nale%20Knitwear,https://www.macys.com/collections/macy-s-bar-iii-for-khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale-knitwear [404] | https://www.macys.com/collections/khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-for-khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-khoboso-nale [404] | https://www.macys.com/collections/macy-s-bar-iii-x-khoboso-nale-knitwear [404] | https://www.macys.com/collections/khoboso-nale [404] | https://www.macys.com/shop/search?keyword=Khoboso%20Nale [403] | https://www.macys.com/shop/search?keyword=Macy%27s%20Bar%20III%20x%20Khoboso%20Nale%20Knitwear [403],https://www.macys.com/shop/search?keyword=Khoboso%20Nale,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-010,Q12026-040,Converse x Oshi no Ko Collection,Converse,Oshi no Ko / ABC-Mart,media_only,press_listed_only,medium,current sources are media-only; current SKP is press-listed only; known A-side brand domain exists,converse.com,,respawn.outlookindia.com,Oshi no Ko | ABC-Mart | Converse x Oshi no Ko | Converse Oshi no Ko,https://www.converse.com/collections/converse-for-oshi-no-ko,https://www.converse.com/collections/converse-for-oshi-no-ko [200],https://www.converse.com/collections/converse-for-oshi-no-ko,official_page_has_product_signals,partner token: oshi; brand token: converse; series token: converse/oshi; product/commerce signal,Promote candidate URL into source/SKP extraction path; parse product cards before media pages.,2026-05-31
GAP-024,Q12026-091,Weekend Max Mara x Sebago A Weekend with Sebago SS2026,Weekend Max Mara,Sebago,media_only,press_listed_only,medium,current sources are media-only; current SKP is press-listed only; known A-side brand domain exists,weekendmaxmara.com,,fashionunited.fr,Sebago | Weekend Max Mara x Sebago A Weekend with Sebago SS2026 | Weekend Max Mara Sebago,https://us.weekendmaxmara.com/collections/weekend-max-mara-for-sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago-a-weekend-with-sebago-ss2026 | https://us.weekendmaxmara.com/collections/sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-for-sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-sebago | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago-a-weekend-with-sebago-ss2026 | https://us.weekendmaxmara.com/collections/sebago | https://us.weekendmaxmara.com/search?q=Sebago,https://us.weekendmaxmara.com/collections/weekend-max-mara-for-sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago-a-weekend-with-sebago-ss2026 [404] | https://us.weekendmaxmara.com/collections/sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-for-sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-sebago [404] | https://us.weekendmaxmara.com/collections/weekend-max-mara-x-sebago-a-weekend-with-sebago-ss2026 [404] | https://us.weekendmaxmara.com/collections/sebago [404] | https://us.weekendmaxmara.com/search?q=Sebago [200],https://us.weekendmaxmara.com/search?q=Sebago,official_page_has_product_signals,partner token: sebago; brand token: weekend/mara; series token: weekend/mara/sebago/weekend/sebago; product/commerce signal,Promote candidate URL into source/SKP extraction path; parse product cards before media pages.,2026-05-31
GAP-029,Q12026-113,Converse x Hello Kitty and Friends with Swarovski,Converse,Hello Kitty and Friends; Swarovski,media_only,unresolved,medium,current sources are media-only; known A-side brand domain exists,converse.com,,hypebeast.com,Hello Kitty and Friends | Swarovski | Converse x Hello Kitty and Friends with Swarovski | Converse Hello Kitty and Friends,https://www.converse.com/collections/converse-for-hello-kitty-and-friends,https://www.converse.com/collections/converse-for-hello-kitty-and-friends [200],https://www.converse.com/collections/converse-for-hello-kitty-and-friends,official_page_has_product_signals,partner token: hello/kitty/friends; brand token: converse; series token: converse/hello/kitty/friends; product/commerce signal,Promote candidate URL into source/SKP extraction path; parse product cards before media pages.,2026-05-31
GAP-002,Q12026-016,BAPE x adidas World Cup Pack,A Bathing Ape (BAPE),adidas,media_only,unresolved,medium,current sources are media-only; known A-side brand domain exists,bape.com | us.bape.com,,sneakernews.com,adidas | BAPE x adidas World Cup Pack | A Bathing Ape adidas,https://bape.com/collections/a-bathing-ape-bape-for-adidas | https://bape.com/collections/a-bathing-ape-bape-x-adidas | https://bape.com/collections/a-bathing-ape-bape-adidas | https://bape.com/collections/bape-x-adidas-world-cup-pack | https://bape.com/collections/adidas | https://www.bape.com/collections/a-bathing-ape-bape-for-adidas | https://www.bape.com/collections/a-bathing-ape-bape-x-adidas | https://www.bape.com/collections/a-bathing-ape-bape-adidas | https://www.bape.com/collections/bape-x-adidas-world-cup-pack | https://www.bape.com/collections/adidas | https://us.bape.com/search?q=adidas | https://us.bape.com/search?q=BAPE%20x%20adidas%20World%20Cup%20Pack,https://bape.com/collections/a-bathing-ape-bape-for-adidas [403] | https://bape.com/collections/a-bathing-ape-bape-x-adidas [403] | https://bape.com/collections/a-bathing-ape-bape-adidas [403] | https://bape.com/collections/bape-x-adidas-world-cup-pack [403] | https://bape.com/collections/adidas [403] | https://www.bape.com/collections/a-bathing-ape-bape-for-adidas [403] | https://www.bape.com/collections/a-bathing-ape-bape-x-adidas [403] | https://www.bape.com/collections/a-bathing-ape-bape-adidas [403] | https://www.bape.com/collections/bape-x-adidas-world-cup-pack [403] | https://www.bape.com/collections/adidas [403] | https://us.bape.com/search?q=adidas [403] | https://us.bape.com/search?q=BAPE%20x%20adidas%20World%20Cup%20Pack [403],https://bape.com/collections/a-bathing-ape-bape-for-adidas,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-021,Q12026-081,Pharrell x adidas adiZero EVO SL HUMANRACE Mars,adidas,Pharrell Williams / HUMANRACE,media_only,press_listed_only,medium,current sources are media-only; current SKP is press-listed only; known A-side brand domain exists,adidas.com,,sneakernews.com,Pharrell Williams | HUMANRACE | Pharrell x adidas adiZero EVO SL HUMANRACE Mars | adidas Pharrell Williams,https://www.adidas.com/collections/adidas-for-pharrell-williams | https://www.adidas.com/collections/adidas-x-pharrell-williams | https://www.adidas.com/collections/adidas-pharrell-williams | https://www.adidas.com/collections/pharrell-x-adidas-adizero-evo-sl-humanrace-mars | https://www.adidas.com/collections/pharrell-williams | https://www.adidas.com/collections/adidas-for-pharrell-williams | https://www.adidas.com/collections/adidas-x-pharrell-williams | https://www.adidas.com/collections/adidas-pharrell-williams | https://www.adidas.com/collections/pharrell-x-adidas-adizero-evo-sl-humanrace-mars | https://www.adidas.com/collections/pharrell-williams | https://www.adidas.com/us/search?q=Pharrell%20Williams | https://www.adidas.com/us/search?q=HUMANRACE,https://www.adidas.com/collections/adidas-for-pharrell-williams [403] | https://www.adidas.com/collections/adidas-x-pharrell-williams [403] | https://www.adidas.com/collections/adidas-pharrell-williams [403] | https://www.adidas.com/collections/pharrell-x-adidas-adizero-evo-sl-humanrace-mars [403] | https://www.adidas.com/collections/pharrell-williams [403] | https://www.adidas.com/collections/adidas-for-pharrell-williams [403] | https://www.adidas.com/collections/adidas-x-pharrell-williams [403] | https://www.adidas.com/collections/adidas-pharrell-williams [403] | https://www.adidas.com/collections/pharrell-x-adidas-adizero-evo-sl-humanrace-mars [403] | https://www.adidas.com/collections/pharrell-williams [403] | https://www.adidas.com/us/search?q=Pharrell%20Williams [403] | https://www.adidas.com/us/search?q=HUMANRACE [403],https://www.adidas.com/collections/adidas-for-pharrell-williams,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
GAP-022,Q12026-083,Palace x EVISU 35th Anniversary Capsule,Palace Skateboards,EVISU,media_only,unresolved,medium,current sources are media-only; known A-side brand domain exists,palaceskateboards.com,,hypebeast.com,EVISU | Palace x EVISU 35th Anniversary | Palace Skateboards EVISU,https://usa.palaceskateboards.com/collections/palace-skateboards-for-evisu | https://usa.palaceskateboards.com/collections/palace-skateboards-x-evisu | https://usa.palaceskateboards.com/collections/palace-skateboards-evisu | https://usa.palaceskateboards.com/collections/palace-x-evisu-35th-anniversary | https://usa.palaceskateboards.com/collections/evisu | https://www.palaceskateboards.com/collections/palace-skateboards-for-evisu | https://www.palaceskateboards.com/collections/palace-skateboards-x-evisu | https://www.palaceskateboards.com/collections/palace-skateboards-evisu | https://www.palaceskateboards.com/collections/palace-x-evisu-35th-anniversary | https://www.palaceskateboards.com/collections/evisu | https://www.palaceskateboards.com/search?q=EVISU | https://www.palaceskateboards.com/search?q=Palace%20x%20EVISU%2035th%20Anniversary,https://usa.palaceskateboards.com/collections/palace-skateboards-for-evisu [404] | https://usa.palaceskateboards.com/collections/palace-skateboards-x-evisu [404] | https://usa.palaceskateboards.com/collections/palace-skateboards-evisu [404] | https://usa.palaceskateboards.com/collections/palace-x-evisu-35th-anniversary [404] | https://usa.palaceskateboards.com/collections/evisu [404] | https://www.palaceskateboards.com/collections/palace-skateboards-for-evisu [403] | https://www.palaceskateboards.com/collections/palace-skateboards-x-evisu [403] | https://www.palaceskateboards.com/collections/palace-skateboards-evisu [403] | https://www.palaceskateboards.com/collections/palace-x-evisu-35th-anniversary [403] | https://www.palaceskateboards.com/collections/evisu [403] | https://www.palaceskateboards.com/search?q=EVISU [403] | https://www.palaceskateboards.com/search?q=Palace%20x%20EVISU%2035th%20Anniversary [403],https://www.palaceskateboards.com/collections/palace-skateboards-for-evisu,not_found,,Manual browser check or regional official URL needed; automated fetch blocked or unstable.,2026-05-31
