severity,issue_type,collab_id,skp_id,series_name,product_name,product_url,source_url,image_url,evidence_status,source_type,recommendation
medium,missing_product_url,Q12026-046,Q12026-046-SKP-003,Thom Browne x ASICS GEL-KAYANO 14,Gel-Kayano 14,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,https://vader-prod.s3.amazonaws.com/product-images/8c336f21-8c7a-4f30-a759-6cb2db5c537b/d396aaec-c6c5-4294-b297-0d8687b296fa.jpeg,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-046,Q12026-046-SKP-005,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne Drops a New Sneaker With Asics,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-046,Q12026-046-SKP-006,Thom Browne x ASICS GEL-KAYANO 14,Thom Browne for Asics Gel-Kayano 14,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-052,Q12026-052-SKP-001,Tory Burch x The Explorers Club Women in Exploration,Belt Bag,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,https://vader-prod.s3.amazonaws.com/product-images/0b68b421-d3f5-4c5d-b5cf-8ddc98ba295e/cc6321e0-b3a6-4f1f-8bbb-2206a81895f7.jpg,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-052,Q12026-052-SKP-002,Tory Burch x The Explorers Club Women in Exploration,Tech Canvas Hooded Jacket,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,https://vader-prod.s3.amazonaws.com/product-images/06ada6d9-af3f-45ce-b810-084f3a64f3bd/3419da60-ec95-4719-8144-1e14f4ad9fd9.jpg,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-052,Q12026-052-SKP-003,Tory Burch x The Explorers Club Women in Exploration,Baseball Cap,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,https://vader-prod.s3.amazonaws.com/product-images/5a3acb29-eef6-4199-9268-bdc107bc3aef/8b5d66eb-9190-4cbf-a805-4481037b4e14.jpg,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-052,Q12026-052-SKP-004,Tory Burch x The Explorers Club Women in Exploration,Tory Burch x The Explorers Club Baseball Cap,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-052,Q12026-052-SKP-005,Tory Burch x The Explorers Club Women in Exploration,Tory Burch x The Explorers Club Tech Canvas Hooded Jacket,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-052,Q12026-052-SKP-006,Tory Burch x The Explorers Club Women in Exploration,Tory Burch x The Explorers Club Belt Bag,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-053,Q12026-053-SKP-001,Loeffler Randall x Underwater Weaving Basket Tote,Loeffler Randall x Underwater Weaving Basket Tote,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,seeded_source_extract,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-053,Q12026-053-SKP-002,Loeffler Randall x Underwater Weaving Basket Tote,Basket Tote,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,https://vader-prod.s3.amazonaws.com/product-images/9258a025-e444-42b3-ab26-8c641ee38370/0e949612-43e7-41d3-bd95-6cfaf60d017a.jpg,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-053,Q12026-053-SKP-003,Loeffler Randall x Underwater Weaving Basket Tote,Poppy Lace Trim Dress,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,https://vader-prod.s3.amazonaws.com/product-images/9cee5eeb-c14f-4010-a2ee-175bbc5442d1/5c020e66-3b18-49f0-ab69-5bea25bc9ac3.jpg,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-053,Q12026-053-SKP-004,Loeffler Randall x Underwater Weaving Basket Tote,Loeffler Randall Poppy Lace Trim Dress,,https://www.elle.com/fashion/a70574295/best-fashion-launches-march-2026/,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-054,Q12026-054-SKP-002,Stetson & THE GREAT. Western Collection,Stetson & The Great Gus 6X Cowboy Hat,,https://www.wmagazine.com/fashion/best-fashion-collaborations-launches-capsules-2026,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_image,Q12026-055,Q12026-055-SKP-001,Burberry x Royal Collection Trust,The Burberry trench coat,https://www.burberryplc.com/news/brand/2026/burberry-presents-a-new-capsule-collection-created-in-collaboration-with-royal-collection-trust,https://www.burberryplc.com/news/brand/2026/burberry-presents-a-new-capsule-collection-created-in-collaboration-with-royal-collection-trust,,verified_product,official_or_retail,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
medium,missing_product_image,Q12026-055,Q12026-055-SKP-002,Burberry x Royal Collection Trust,The Cashmere Scarf,https://www.burberryplc.com/news/brand/2026/burberry-presents-a-new-capsule-collection-created-in-collaboration-with-royal-collection-trust,https://www.burberryplc.com/news/brand/2026/burberry-presents-a-new-capsule-collection-created-in-collaboration-with-royal-collection-trust,,verified_product,official_or_retail,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
medium,series_image_reused_as_product_image,Q12026-063,Q12026-063-SKP-001,Montce x Elsa Hosk Capsule Collection,"Pack Like Elsa Hosk in 2026: Sunsolve MD, Oversize Sunnies, and a Vintage-Inspired Bikini",https://www.whowhatwear.com/fashion/swimwear/montce-x-elsa-hosk-capsule-collection-2026#section-shop-the-montce-x-elsa-hosk-capsule-collection,https://www.whowhatwear.com/fashion/swimwear/montce-x-elsa-hosk-capsule-collection-2026,https://cdn.mos.cms.futurecdn.net/iq4nrsCLHPyDaqS3qMLpHY-1200-80.jpg,verified_product,official_or_retail,确认是否为当前商品图；若只是系列头图，应清空 image_url 或标记为 lineup image。
medium,missing_product_url,Q12026-065,Q12026-065-SKP-001,Studio Nicholson x Perfumer H Soap Collection,Perfumer H Soap perfume and Studio Nicholson shirt,,https://www.wallpaper.com/fashion-beauty/fragrance/perfumer-h-studio-nicholson-soap-fragrance-collaboration,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-065,Q12026-065-SKP-002,Studio Nicholson x Perfumer H Soap Collection,Perfumer H and Studio Nicholson&rsquo;s scent is made to smell like slipping on a clean shirt,,https://www.wallpaper.com/fashion-beauty/fragrance/perfumer-h-studio-nicholson-soap-fragrance-collaboration,,press_listed,fashion_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-067,Q12026-067-SKP-001,A.P.C. x Topologie Second Capsule,APC x Topologie: a second capsule collection blending iconic denim and technical design,,https://selectabisso.com/en/APCX-Topology%3A-A-second-capsule-collection-blending-iconic-denim-and-technical-design/,,press_listed,release_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-075,Q12026-075-SKP-001,SP5DER x adidas Superstar Collection,SP5DER x adidas Superstar,,https://www.soleretriever.com/news/articles/sp5der-adidas-superstars-collection-release-date-march-2026,,press_listed,release_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-078,Q12026-078-SKP-001,HOODRICH x Eastman Group U.S. Footwear Debut,HOODRICH U.S. Footwear Debut Sneaker,,https://iconixbrand.com/hoodrich-enters-u-s-footwear-market-for-the-first-time-in-partnership-with-eastman-group/,,press_listed,seeded_source_extract,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-081,Q12026-081-SKP-001,Pharrell x adidas adiZero EVO SL HUMANRACE Mars,Pharrell x adidas adiZero EVO SL HUMANRACE Mars,,https://sneakernews.com/2025/11/03/pharrell-adidas-evo-sl-preloved-brown-kj8809/,,press_listed,seeded_source_extract,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_image,Q12026-091,Q12026-091-SKP-001,Weekend Max Mara x Sebago A Weekend with Sebago SS2026,Leather loafers with micro studs - Weekend Max Mara,,https://us.weekendmaxmara.com/search?q=Sebago,,verified_product,official_or_retail,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
medium,missing_product_url,Q12026-091,Q12026-091-SKP-001,Weekend Max Mara x Sebago A Weekend with Sebago SS2026,Leather loafers with micro studs - Weekend Max Mara,,https://us.weekendmaxmara.com/search?q=Sebago,,verified_product,official_or_retail,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_image,Q12026-091,Q12026-091-SKP-002,Weekend Max Mara x Sebago A Weekend with Sebago SS2026,Leather loafers with micro studs - Weekend Max Mara - 2,,https://us.weekendmaxmara.com/search?q=Sebago,,verified_product,official_or_retail,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
medium,missing_product_url,Q12026-091,Q12026-091-SKP-002,Weekend Max Mara x Sebago A Weekend with Sebago SS2026,Leather loafers with micro studs - Weekend Max Mara - 2,,https://us.weekendmaxmara.com/search?q=Sebago,,verified_product,official_or_retail,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
medium,missing_product_url,Q12026-092,Q12026-092-SKP-001,Fred Perry x Kris Van Assche Uniform of Youth,Fred Perry x Kris Van Assche: Reinventing the Uniform of Youth,,https://fashionunited.uk/tags/fred-perry,https://r.fashionunited.com/t_zNpdwYJSexvrlcUC0BJAlWgBax0mh3njeiG8rppfo/resize:fill-down:312:208:0/gravity:ce/quality:70/aHR0cHM6Ly9mYXNoaW9udW5pdGVkLmNvbS9pbWcvdXBsb2FkLzIwMjYvMDIvMjMvb3AyNTA1Ny1hbS1mcmVkLXBlcnJ5LWt2YS05Nzk3LTAxLXNyZ2IxNTAtdGphYjV0eHktMjAyNi0wMi0yMy5qcGVn,press_listed,industry_media,补官方商品详情页或授权零售商品页；如果只能媒体列名，应保留为空并降级为 press_listed。
low,missing_product_image,Q12026-007,Q12026-007-SKP-001,Alpha Industries x Cecilie Bahnsen Icons in Transformation,MA-1 Bomber Jacket,,https://www.designscene.net/2026/01/alpha-industries-x-cecilie-bahnsen-icons.html,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-007,Q12026-007-SKP-002,Alpha Industries x Cecilie Bahnsen Icons in Transformation,N-2B Bomber Jacket,,https://www.designscene.net/2026/01/alpha-industries-x-cecilie-bahnsen-icons.html,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-013,Q12026-013-SKP-001,Solebox x BAPE STA Tokyo Lights,Solebox x BAPE STA Tokyo Lights,,https://selectabisso.com/en/solebox-x-bape-sta-tokyo-lights-une-exclusivite-parisienne-entre-heritage-et-eclat-nocturne/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-013,Q12026-013-SKP-002,Solebox x BAPE STA Tokyo Lights,Solebox x BAPE Sta “Tokyo Lights”: a Parisian exclusive blending heritage and nocturnal brilliance,,https://selectabisso.com/en/solebox-x-bape-sta-tokyo-lights-une-exclusivite-parisienne-entre-heritage-et-eclat-nocturne/,,press_listed,release_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-018,Q12026-018-SKP-001,Fast & Furious x PUMA Basketball Collection,Fast & Furious x PUMA Basketball Sneakers,,https://www.licensingmagazine.com/2026/02/02/puma-basketball-launches-fast-furious-sneakers/,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-024,Q12026-024-SKP-001,J.Crew Rollneck Remix,J.Crew Rollneck Sweater Remix,,https://www.insidehook.com/style/j-crew-rollneck-remix-2026,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-024,Q12026-024-SKP-002,J.Crew Rollneck Remix,J.Crew Just Remixed Its Most Iconic Sweater,,https://www.insidehook.com/style/j-crew-rollneck-remix-2026,,press_listed,fashion_media,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
low,missing_product_image,Q12026-025,Q12026-025-SKP-001,Jimmy Choo x noir kei ninomiya Spring/Summer 2026,Jimmy Choo noir kei ninomiya Maxi Loafer,,https://www.anothermag.com/fashion-beauty/16964/jimmy-choo-noir-kei-ninomiya,,press_listed,seeded_source_extract,补商品详情页主图、商品卡片图或官方新闻页中紧邻商品名的图片。
